,ADS_Index
2004:09:02,0.0676591
2004:09:03,0.0651411
2004:09:04,0.0621422
2004:09:05,0.0586614
2004:09:06,0.0560502
2004:09:07,0.0543079
2004:09:08,0.0534338
2004:09:09,0.0534277
2004:09:10,0.0542897
2004:09:11,0.0560199
2004:09:12,0.0586189
2004:09:13,0.0623208
2004:09:14,0.0671266
2004:09:15,0.0730379
2004:09:16,0.0800563
2004:09:17,0.0881842
2004:09:18,0.0974239
2004:09:19,0.107778
2004:09:20,0.119273
2004:09:21,0.131912
2004:09:22,0.145698
2004:09:23,0.160636
2004:09:24,0.17673
2004:09:25,0.193986
2004:09:26,0.212408
2004:09:27,0.230866
2004:09:28,0.249365
2004:09:29,0.267911
2004:09:30,0.28651
2004:10:01,0.305166
2004:10:02,0.321752
2004:10:03,0.336272
2004:10:04,0.349574
2004:10:05,0.361662
2004:10:06,0.372538
2004:10:07,0.382208
2004:10:08,0.390673
2004:10:09,0.397935
2004:10:10,0.403999
2004:10:11,0.408246
2004:10:12,0.410677
2004:10:13,0.411294
2004:10:14,0.410097
2004:10:15,0.407086
2004:10:16,0.402259
2004:10:17,0.395615
2004:10:18,0.388118
2004:10:19,0.379766
2004:10:20,0.370556
2004:10:21,0.360486
2004:10:22,0.349553
2004:10:23,0.337752
2004:10:24,0.325081
2004:10:25,0.310777
2004:10:26,0.294836
2004:10:27,0.277252
2004:10:28,0.25802
2004:10:29,0.237135
2004:10:30,0.21459
2004:10:31,0.190378
2004:11:01,0.164645
2004:11:02,0.141339
2004:11:03,0.120453
2004:11:04,0.101982
2004:11:05,0.0859196
2004:11:06,0.0722606
2004:11:07,0.061001
2004:11:08,0.0525286
2004:11:09,0.0468407
2004:11:10,0.0439357
2004:11:11,0.0438127
2004:11:12,0.0464715
2004:11:13,0.0519131
2004:11:14,0.0601391
2004:11:15,0.0697782
2004:11:16,0.0808333
2004:11:17,0.0933077
2004:11:18,0.107205
2004:11:19,0.12253
2004:11:20,0.139288
2004:11:21,0.157482
2004:11:22,0.179166
2004:11:23,0.204346
2004:11:24,0.23303
2004:11:25,0.265227
2004:11:26,0.300946
2004:11:27,0.340199
2004:11:28,0.382997
2004:11:29,0.428791
2004:11:30,0.477596
2004:12:01,0.529425
2004:12:02,0.57828
2004:12:03,0.624174
2004:12:04,0.667123
2004:12:05,0.707139
2004:12:06,0.742709
2004:12:07,0.773844
2004:12:08,0.800555
2004:12:09,0.822849
2004:12:10,0.840733
2004:12:11,0.854212
2004:12:12,0.863291
2004:12:13,0.869424
2004:12:14,0.872612
2004:12:15,0.872858
2004:12:16,0.870161
2004:12:17,0.86452
2004:12:18,0.855933
2004:12:19,0.844398
2004:12:20,0.82955
2004:12:21,0.811386
2004:12:22,0.789899
2004:12:23,0.765083
2004:12:24,0.73693
2004:12:25,0.705431
2004:12:26,0.670578
2004:12:27,0.634031
2004:12:28,0.595778
2004:12:29,0.555808
2004:12:30,0.514109
2004:12:31,0.470668
2005:01:01,0.425471
2005:01:02,0.384264
2005:01:03,0.346019
2005:01:04,0.310724
2005:01:05,0.278368
2005:01:06,0.248941
2005:01:07,0.222434
2005:01:08,0.19884
2005:01:09,0.178151
2005:01:10,0.158117
2005:01:11,0.138733
2005:01:12,0.119992
2005:01:13,0.101889
2005:01:14,0.0844177
2005:01:15,0.0675738
2005:01:16,0.0513516
2005:01:17,0.0372073
2005:01:18,0.0251367
2005:01:19,0.0151361
2005:01:20,0.00720238
2005:01:21,0.00133313
2005:01:22,-0.00247344
2005:01:23,-0.00421848
2005:01:24,-0.00368382
2005:01:25,-0.0008693
2005:01:26,0.00422595
2005:01:27,0.0116035
2005:01:28,0.0212655
2005:01:29,0.0332151
2005:01:30,0.0474558
2005:01:31,0.0628396
2005:02:01,0.0793712
2005:02:02,0.0934165
2005:02:03,0.10498
2005:02:04,0.114064
2005:02:05,0.120673
2005:02:06,0.124809
2005:02:07,0.127564
2005:02:08,0.12894
2005:02:09,0.128938
2005:02:10,0.127557
2005:02:11,0.124797
2005:02:12,0.120657
2005:02:13,0.115136
2005:02:14,0.108633
2005:02:15,0.101144
2005:02:16,0.0926692
2005:02:17,0.0832046
2005:02:18,0.0727476
2005:02:19,0.0612951
2005:02:20,0.0488435
2005:02:21,0.0347637
2005:02:22,0.0190514
2005:02:23,0.00170174
2005:02:24,-0.0172905
2005:02:25,-0.0379311
2005:02:26,-0.0602264
2005:02:27,-0.0841832
2005:02:28,-0.108802
2005:03:01,-0.134091
2005:03:02,-0.156919
2005:03:03,-0.177293
2005:03:04,-0.195218
2005:03:05,-0.210701
2005:03:06,-0.223746
2005:03:07,-0.235598
2005:03:08,-0.246262
2005:03:09,-0.255741
2005:03:10,-0.264037
2005:03:11,-0.271153
2005:03:12,-0.277092
2005:03:13,-0.281854
2005:03:14,-0.28483
2005:03:15,-0.286021
2005:03:16,-0.285427
2005:03:17,-0.283048
2005:03:18,-0.278883
2005:03:19,-0.272931
2005:03:20,-0.26519
2005:03:21,-0.255285
2005:03:22,-0.243214
2005:03:23,-0.228973
2005:03:24,-0.212556
2005:03:25,-0.193961
2005:03:26,-0.17318
2005:03:27,-0.150207
2005:03:28,-0.125895
2005:03:29,-0.100237
2005:03:30,-0.0732245
2005:03:31,-0.0448494
2005:04:01,-0.0151031
2005:04:02,0.0129106
2005:04:03,0.0392001
2005:04:04,0.0635618
2005:04:05,0.0860029
2005:04:06,0.10653
2005:04:07,0.12515
2005:04:08,0.141869
2005:04:09,0.156691
2005:04:10,0.16962
2005:04:11,0.180478
2005:04:12,0.189266
2005:04:13,0.195988
2005:04:14,0.200646
2005:04:15,0.20324
2005:04:16,0.203773
2005:04:17,0.202243
2005:04:18,0.199795
2005:04:19,0.196427
2005:04:20,0.192137
2005:04:21,0.186926
2005:04:22,0.180791
2005:04:23,0.17373
2005:04:24,0.165742
2005:04:25,0.157143
2005:04:26,0.147933
2005:04:27,0.138107
2005:04:28,0.127662
2005:04:29,0.116597
2005:04:30,0.104906
2005:05:01,0.0925872
2005:05:02,0.080863
2005:05:03,0.0697299
2005:05:04,0.0591846
2005:05:05,0.0492237
2005:05:06,0.0398442
2005:05:07,0.0310433
2005:05:08,0.0228184
2005:05:09,0.0151951
2005:05:10,0.00817109
2005:05:11,0.00174432
2005:05:12,-0.00408721
2005:05:13,-0.0093253
2005:05:14,-0.0139715
2005:05:15,-0.0180273
2005:05:16,-0.0212812
2005:05:17,-0.0237343
2005:05:18,-0.0253872
2005:05:19,-0.0262405
2005:05:20,-0.0262945
2005:05:21,-0.0255491
2005:05:22,-0.0240041
2005:05:23,-0.0207172
2005:05:24,-0.0156874
2005:05:25,-0.00891309
2005:05:26,-0.000392239
2005:05:27,0.00987775
2005:05:28,0.0219
2005:05:29,0.0356782
2005:05:30,0.0502684
2005:05:31,0.065675
2005:06:01,0.0819028
2005:06:02,0.0972179
2005:06:03,0.111625
2005:06:04,0.125129
2005:06:05,0.137733
2005:06:06,0.149315
2005:06:07,0.159879
2005:06:08,0.169428
2005:06:09,0.177965
2005:06:10,0.185492
2005:06:11,0.192011
2005:06:12,0.197525
2005:06:13,0.20172
2005:06:14,0.204596
2005:06:15,0.206155
2005:06:16,0.206398
2005:06:17,0.205323
2005:06:18,0.202931
2005:06:19,0.199221
2005:06:20,0.194262
2005:06:21,0.188054
2005:06:22,0.180593
2005:06:23,0.171878
2005:06:24,0.161905
2005:06:25,0.150673
2005:06:26,0.138177
2005:06:27,0.125556
2005:06:28,0.112806
2005:06:29,0.0999218
2005:06:30,0.0869009
2005:07:01,0.0737389
2005:07:02,0.0619027
2005:07:03,0.0513886
2005:07:04,0.0419821
2005:07:05,0.0336803
2005:07:06,0.0264806
2005:07:07,0.0203808
2005:07:08,0.0153792
2005:07:09,0.0114741
2005:07:10,0.00866432
2005:07:11,0.00579526
2005:07:12,0.002866
2005:07:13,-0.000124349
2005:07:14,-0.0031767
2005:07:15,-0.00629198
2005:07:16,-0.00947115
2005:07:17,-0.0127152
2005:07:18,-0.0155995
2005:07:19,-0.018125
2005:07:20,-0.0202924
2005:07:21,-0.0221025
2005:07:22,-0.0235557
2005:07:23,-0.0246526
2005:07:24,-0.0253933
2005:07:25,-0.0256511
2005:07:26,-0.0254259
2005:07:27,-0.0247177
2005:07:28,-0.0235262
2005:07:29,-0.0218512
2005:07:30,-0.019692
2005:07:31,-0.0170481
2005:08:01,-0.0140552
2005:08:02,-0.0134299
2005:08:03,-0.0151721
2005:08:04,-0.0192823
2005:08:05,-0.0257617
2005:08:06,-0.0346123
2005:08:07,-0.0458367
2005:08:08,-0.058872
2005:08:09,-0.0737219
2005:08:10,-0.0903912
2005:08:11,-0.108885
2005:08:12,-0.129208
2005:08:13,-0.151368
2005:08:14,-0.175371
2005:08:15,-0.201772
2005:08:16,-0.23058
2005:08:17,-0.261804
2005:08:18,-0.295453
2005:08:19,-0.331537
2005:08:20,-0.370067
2005:08:21,-0.411056
2005:08:22,-0.454242
2005:08:23,-0.49964
2005:08:24,-0.547262
2005:08:25,-0.597123
2005:08:26,-0.649239
2005:08:27,-0.703625
2005:08:28,-0.760299
2005:08:29,-0.819097
2005:08:30,-0.880039
2005:08:31,-0.943142
2005:09:01,-1.00843
2005:09:02,-1.06973
2005:09:03,-1.12707
2005:09:04,-1.18046
2005:09:05,-1.22601
2005:09:06,-1.26373
2005:09:07,-1.29364
2005:09:08,-1.31574
2005:09:09,-1.33004
2005:09:10,-1.33654
2005:09:11,-1.33525
2005:09:12,-1.33025
2005:09:13,-1.32154
2005:09:14,-1.30912
2005:09:15,-1.29298
2005:09:16,-1.27312
2005:09:17,-1.24953
2005:09:18,-1.22221
2005:09:19,-1.19412
2005:09:20,-1.16526
2005:09:21,-1.13562
2005:09:22,-1.10519
2005:09:23,-1.07396
2005:09:24,-1.04192
2005:09:25,-1.00905
2005:09:26,-0.971386
2005:09:27,-0.928898
2005:09:28,-0.881578
2005:09:29,-0.829411
2005:09:30,-0.772382
2005:10:01,-0.710474
2005:10:02,-0.64824
2005:10:03,-0.586742
2005:10:04,-0.525962
2005:10:05,-0.465881
2005:10:06,-0.406481
2005:10:07,-0.347743
2005:10:08,-0.28965
2005:10:09,-0.232184
2005:10:10,-0.176804
2005:10:11,-0.123492
2005:10:12,-0.072233
2005:10:13,-0.0230108
2005:10:14,0.0241897
2005:10:15,0.0693827
2005:10:16,0.112582
2005:10:17,0.154285
2005:10:18,0.194505
2005:10:19,0.233253
2005:10:20,0.270541
2005:10:21,0.306381
2005:10:22,0.340784
2005:10:23,0.37376
2005:10:24,0.406303
2005:10:25,0.438423
2005:10:26,0.470128
2005:10:27,0.50143
2005:10:28,0.532337
2005:10:29,0.562859
2005:10:30,0.593005
2005:10:31,0.623032
2005:11:01,0.65295
2005:11:02,0.681225
2005:11:03,0.707869
2005:11:04,0.732888
2005:11:05,0.756291
2005:11:06,0.778083
2005:11:07,0.797444
2005:11:08,0.814379
2005:11:09,0.828892
2005:11:10,0.840989
2005:11:11,0.850673
2005:11:12,0.857947
2005:11:13,0.862813
2005:11:14,0.866646
2005:11:15,0.869448
2005:11:16,0.871218
2005:11:17,0.871958
2005:11:18,0.871667
2005:11:19,0.870346
2005:11:20,0.867994
2005:11:21,0.863373
2005:11:22,0.856481
2005:11:23,0.847317
2005:11:24,0.835877
2005:11:25,0.822157
2005:11:26,0.806155
2005:11:27,0.787864
2005:11:28,0.768279
2005:11:29,0.747391
2005:11:30,0.725196
2005:12:01,0.701687
2005:12:02,0.679537
2005:12:03,0.658739
2005:12:04,0.639287
2005:12:05,0.620992
2005:12:06,0.60385
2005:12:07,0.587854
2005:12:08,0.573
2005:12:09,0.559284
2005:12:10,0.546701
2005:12:11,0.535247
2005:12:12,0.523975
2005:12:13,0.512881
2005:12:14,0.501963
2005:12:15,0.491217
2005:12:16,0.480639
2005:12:17,0.470227
2005:12:18,0.459977
2005:12:19,0.450888
2005:12:20,0.442958
2005:12:21,0.436185
2005:12:22,0.430565
2005:12:23,0.426099
2005:12:24,0.422783
2005:12:25,0.420618
2005:12:26,0.418445
2005:12:27,0.416264
2005:12:28,0.414073
2005:12:29,0.411873
2005:12:30,0.409662
2005:12:31,0.407441
2006:01:01,0.405207
2006:01:02,0.404037
2006:01:03,0.403931
2006:01:04,0.404887
2006:01:05,0.406907
2006:01:06,0.409991
2006:01:07,0.41414
2006:01:08,0.419356
2006:01:09,0.42276
2006:01:10,0.424355
2006:01:11,0.424141
2006:01:12,0.422118
2006:01:13,0.418285
2006:01:14,0.41264
2006:01:15,0.405183
2006:01:16,0.397913
2006:01:17,0.390827
2006:01:18,0.383923
2006:01:19,0.377199
2006:01:20,0.370654
2006:01:21,0.364284
2006:01:22,0.358089
2006:01:23,0.351484
2006:01:24,0.344467
2006:01:25,0.337037
2006:01:26,0.329191
2006:01:27,0.320926
2006:01:28,0.31224
2006:01:29,0.303131
2006:01:30,0.29425
2006:01:31,0.285594
2006:02:01,0.277161
2006:02:02,0.269241
2006:02:03,0.261832
2006:02:04,0.254933
2006:02:05,0.24854
2006:02:06,0.242746
2006:02:07,0.237549
2006:02:08,0.232947
2006:02:09,0.228939
2006:02:10,0.225523
2006:02:11,0.222699
2006:02:12,0.220466
2006:02:13,0.217756
2006:02:14,0.214569
2006:02:15,0.210904
2006:02:16,0.206759
2006:02:17,0.202134
2006:02:18,0.197027
2006:02:19,0.191437
2006:02:20,0.186458
2006:02:21,0.182088
2006:02:22,0.178327
2006:02:23,0.175173
2006:02:24,0.172624
2006:02:25,0.170681
2006:02:26,0.169343
2006:02:27,0.168577
2006:02:28,0.168382
2006:03:01,0.168758
2006:03:02,0.16889
2006:03:03,0.168778
2006:03:04,0.168422
2006:03:05,0.167823
2006:03:06,0.166811
2006:03:07,0.165386
2006:03:08,0.163549
2006:03:09,0.161298
2006:03:10,0.158632
2006:03:11,0.155552
2006:03:12,0.152056
2006:03:13,0.147743
2006:03:14,0.142612
2006:03:15,0.13666
2006:03:16,0.129887
2006:03:17,0.122291
2006:03:18,0.113868
2006:03:19,0.104616
2006:03:20,0.0943404
2006:03:21,0.0830371
2006:03:22,0.0707029
2006:03:23,0.0573341
2006:03:24,0.0429265
2006:03:25,0.0274757
2006:03:26,0.010977
2006:03:27,-0.00642022
2006:03:28,-0.0247214
2006:03:29,-0.0439321
2006:03:30,-0.0640582
2006:03:31,-0.0851058
2006:04:01,-0.107081
2006:04:02,-0.128686
2006:04:03,-0.149412
2006:04:04,-0.169265
2006:04:05,-0.188251
2006:04:06,-0.206376
2006:04:07,-0.223646
2006:04:08,-0.240066
2006:04:09,-0.255641
2006:04:10,-0.270737
2006:04:11,-0.285359
2006:04:12,-0.299511
2006:04:13,-0.313198
2006:04:14,-0.326425
2006:04:15,-0.339193
2006:04:16,-0.351509
2006:04:17,-0.362983
2006:04:18,-0.373617
2006:04:19,-0.383416
2006:04:20,-0.392383
2006:04:21,-0.400519
2006:04:22,-0.407828
2006:04:23,-0.414312
2006:04:24,-0.419787
2006:04:25,-0.424255
2006:04:26,-0.427716
2006:04:27,-0.430173
2006:04:28,-0.431626
2006:04:29,-0.432074
2006:04:30,-0.431519
2006:05:01,-0.42936
2006:05:02,-0.425924
2006:05:03,-0.42121
2006:05:04,-0.415217
2006:05:05,-0.407943
2006:05:06,-0.399386
2006:05:07,-0.389544
2006:05:08,-0.380073
2006:05:09,-0.370971
2006:05:10,-0.362236
2006:05:11,-0.353865
2006:05:12,-0.345855
2006:05:13,-0.338203
2006:05:14,-0.330908
2006:05:15,-0.324156
2006:05:16,-0.317946
2006:05:17,-0.312275
2006:05:18,-0.307142
2006:05:19,-0.302544
2006:05:20,-0.298482
2006:05:21,-0.294953
2006:05:22,-0.290763
2006:05:23,-0.285912
2006:05:24,-0.280399
2006:05:25,-0.27422
2006:05:26,-0.267375
2006:05:27,-0.259862
2006:05:28,-0.251677
2006:05:29,-0.244322
2006:05:30,-0.237795
2006:05:31,-0.232093
2006:06:01,-0.227214
2006:06:02,-0.223808
2006:06:03,-0.221873
2006:06:04,-0.221407
2006:06:05,-0.221815
2006:06:06,-0.223095
2006:06:07,-0.225249
2006:06:08,-0.228277
2006:06:09,-0.23218
2006:06:10,-0.236959
2006:06:11,-0.242615
2006:06:12,-0.248316
2006:06:13,-0.254062
2006:06:14,-0.259856
2006:06:15,-0.265699
2006:06:16,-0.271594
2006:06:17,-0.277541
2006:06:18,-0.283544
2006:06:19,-0.289998
2006:06:20,-0.296906
2006:06:21,-0.304271
2006:06:22,-0.312094
2006:06:23,-0.320378
2006:06:24,-0.329125
2006:06:25,-0.338338
2006:06:26,-0.347757
2006:06:27,-0.357386
2006:06:28,-0.367227
2006:06:29,-0.377283
2006:06:30,-0.387557
2006:07:01,-0.398053
2006:07:02,-0.407395
2006:07:03,-0.414688
2006:07:04,-0.419934
2006:07:05,-0.423134
2006:07:06,-0.424289
2006:07:07,-0.4234
2006:07:08,-0.420466
2006:07:09,-0.415486
2006:07:10,-0.410751
2006:07:11,-0.40626
2006:07:12,-0.40201
2006:07:13,-0.398
2006:07:14,-0.39423
2006:07:15,-0.390698
2006:07:16,-0.387403
2006:07:17,-0.383792
2006:07:18,-0.379863
2006:07:19,-0.375616
2006:07:20,-0.371049
2006:07:21,-0.36616
2006:07:22,-0.360949
2006:07:23,-0.355413
2006:07:24,-0.3488
2006:07:25,-0.341107
2006:07:26,-0.332333
2006:07:27,-0.322475
2006:07:28,-0.311529
2006:07:29,-0.299493
2006:07:30,-0.286362
2006:07:31,-0.272026
2006:08:01,-0.256479
2006:08:02,-0.241481
2006:08:03,-0.227026
2006:08:04,-0.213109
2006:08:05,-0.199728
2006:08:06,-0.186877
2006:08:07,-0.175204
2006:08:08,-0.164707
2006:08:09,-0.155382
2006:08:10,-0.147226
2006:08:11,-0.140237
2006:08:12,-0.134413
2006:08:13,-0.129751
2006:08:14,-0.125675
2006:08:15,-0.122182
2006:08:16,-0.119272
2006:08:17,-0.116943
2006:08:18,-0.115196
2006:08:19,-0.114029
2006:08:20,-0.113443
2006:08:21,-0.113698
2006:08:22,-0.114796
2006:08:23,-0.116735
2006:08:24,-0.119518
2006:08:25,-0.123144
2006:08:26,-0.127615
2006:08:27,-0.132933
2006:08:28,-0.139014
2006:08:29,-0.145862
2006:08:30,-0.153478
2006:08:31,-0.161864
2006:09:01,-0.171023
2006:09:02,-0.179901
2006:09:03,-0.188502
2006:09:04,-0.196924
2006:09:05,-0.205169
2006:09:06,-0.21324
2006:09:07,-0.221139
2006:09:08,-0.228869
2006:09:09,-0.236431
2006:09:10,-0.243829
2006:09:11,-0.250578
2006:09:12,-0.256682
2006:09:13,-0.262141
2006:09:14,-0.266958
2006:09:15,-0.271134
2006:09:16,-0.274671
2006:09:17,-0.277568
2006:09:18,-0.28049
2006:09:19,-0.283437
2006:09:20,-0.286409
2006:09:21,-0.289409
2006:09:22,-0.292436
2006:09:23,-0.295491
2006:09:24,-0.298577
2006:09:25,-0.301926
2006:09:26,-0.305541
2006:09:27,-0.309422
2006:09:28,-0.31357
2006:09:29,-0.317987
2006:09:30,-0.322675
2006:10:01,-0.327633
2006:10:02,-0.331956
2006:10:03,-0.335645
2006:10:04,-0.3387
2006:10:05,-0.341123
2006:10:06,-0.342914
2006:10:07,-0.344074
2006:10:08,-0.344603
2006:10:09,-0.345299
2006:10:10,-0.346164
2006:10:11,-0.347197
2006:10:12,-0.348399
2006:10:13,-0.349769
2006:10:14,-0.351309
2006:10:15,-0.353019
2006:10:16,-0.354063
2006:10:17,-0.354441
2006:10:18,-0.354155
2006:10:19,-0.353203
2006:10:20,-0.351586
2006:10:21,-0.349303
2006:10:22,-0.346353
2006:10:23,-0.342408
2006:10:24,-0.337467
2006:10:25,-0.331528
2006:10:26,-0.32459
2006:10:27,-0.316651
2006:10:28,-0.307707
2006:10:29,-0.297757
2006:10:30,-0.287844
2006:10:31,-0.277966
2006:11:01,-0.268121
2006:11:02,-0.257986
2006:11:03,-0.24756
2006:11:04,-0.23684
2006:11:05,-0.225821
2006:11:06,-0.214459
2006:11:07,-0.202749
2006:11:08,-0.190689
2006:11:09,-0.178274
2006:11:10,-0.165501
2006:11:11,-0.152366
2006:11:12,-0.138864
2006:11:13,-0.12396
2006:11:14,-0.107648
2006:11:15,-0.0899236
2006:11:16,-0.0707815
2006:11:17,-0.0502157
2006:11:18,-0.0282199
2006:11:19,-0.00478746
2006:11:20,0.0204882
2006:11:21,0.0476148
2006:11:22,0.0766006
2006:11:23,0.107455
2006:11:24,0.140186
2006:11:25,0.174805
2006:11:26,0.211322
2006:11:27,0.247792
2006:11:28,0.284227
2006:11:29,0.320638
2006:11:30,0.357035
2006:12:01,0.393431
2006:12:02,0.42629
2006:12:03,0.455622
2006:12:04,0.4817
2006:12:05,0.504533
2006:12:06,0.524127
2006:12:07,0.540487
2006:12:08,0.55362
2006:12:09,0.563529
2006:12:10,0.570217
2006:12:11,0.574702
2006:12:12,0.576985
2006:12:13,0.577068
2006:12:14,0.57495
2006:12:15,0.57063
2006:12:16,0.564108
2006:12:17,0.555381
2006:12:18,0.544358
2006:12:19,0.531037
2006:12:20,0.515413
2006:12:21,0.497481
2006:12:22,0.477236
2006:12:23,0.454672
2006:12:24,0.429782
2006:12:25,0.403127
2006:12:26,0.374697
2006:12:27,0.344486
2006:12:28,0.312482
2006:12:29,0.278677
2006:12:30,0.243061
2006:12:31,0.205622
2007:01:01,0.165043
2007:01:02,0.126427
2007:01:03,0.0897624
2007:01:04,0.0550384
2007:01:05,0.0222441
2007:01:06,-0.00863058
2007:01:07,-0.037595
2007:01:08,-0.0657295
2007:01:09,-0.0930429
2007:01:10,-0.119543
2007:01:11,-0.145239
2007:01:12,-0.170138
2007:01:13,-0.194247
2007:01:14,-0.217574
2007:01:15,-0.236919
2007:01:16,-0.252286
2007:01:17,-0.26368
2007:01:18,-0.271106
2007:01:19,-0.274565
2007:01:20,-0.274058
2007:01:21,-0.269585
2007:01:22,-0.264049
2007:01:23,-0.257448
2007:01:24,-0.249781
2007:01:25,-0.241044
2007:01:26,-0.231234
2007:01:27,-0.22035
2007:01:28,-0.208388
2007:01:29,-0.194069
2007:01:30,-0.177389
2007:01:31,-0.158344
2007:02:01,-0.136926
2007:02:02,-0.116519
2007:02:03,-0.097115
2007:02:04,-0.0787094
2007:02:05,-0.060112
2007:02:06,-0.041317
2007:02:07,-0.0223187
2007:02:08,-0.00311124
2007:02:09,0.0163111
2007:02:10,0.0359544
2007:02:11,0.0558246
2007:02:12,0.0739643
2007:02:13,0.0903791
2007:02:14,0.105074
2007:02:15,0.118053
2007:02:16,0.129321
2007:02:17,0.138881
2007:02:18,0.146736
2007:02:19,0.15368
2007:02:20,0.159714
2007:02:21,0.164841
2007:02:22,0.169062
2007:02:23,0.172379
2007:02:24,0.174791
2007:02:25,0.176302
2007:02:26,0.176778
2007:02:27,0.17622
2007:02:28,0.174627
2007:03:01,0.172001
2007:03:02,0.169405
2007:03:03,0.16684
2007:03:04,0.164305
2007:03:05,0.161345
2007:03:06,0.157961
2007:03:07,0.15415
2007:03:08,0.149912
2007:03:09,0.145245
2007:03:10,0.140148
2007:03:11,0.13462
2007:03:12,0.12922
2007:03:13,0.123948
2007:03:14,0.118801
2007:03:15,0.113778
2007:03:16,0.108877
2007:03:17,0.104098
2007:03:18,0.099438
2007:03:19,0.0945795
2007:03:20,0.0895209
2007:03:21,0.0842607
2007:03:22,0.0787973
2007:03:23,0.073129
2007:03:24,0.0672541
2007:03:25,0.0611707
2007:03:26,0.0553123
2007:03:27,0.0496769
2007:03:28,0.044263
2007:03:29,0.0390688
2007:03:30,0.0340927
2007:03:31,0.0293332
2007:04:01,0.0247889
2007:04:02,0.0214138
2007:04:03,0.0192067
2007:04:04,0.018167
2007:04:05,0.0182944
2007:04:06,0.0195889
2007:04:07,0.0220509
2007:04:08,0.0256813
2007:04:09,0.0291721
2007:04:10,0.0325246
2007:04:11,0.0357398
2007:04:12,0.0388186
2007:04:13,0.041762
2007:04:14,0.0445708
2007:04:15,0.047246
2007:04:16,0.049739
2007:04:17,0.0520508
2007:04:18,0.0541819
2007:04:19,0.0561331
2007:04:20,0.0579048
2007:04:21,0.0594978
2007:04:22,0.0609124
2007:04:23,0.0615143
2007:04:24,0.0613037
2007:04:25,0.0602806
2007:04:26,0.0584446
2007:04:27,0.0557952
2007:04:28,0.0523316
2007:04:29,0.0480527
2007:04:30,0.0437786
2007:05:01,0.0395081
2007:05:02,0.0349049
2007:05:03,0.0299676
2007:05:04,0.0246945
2007:05:05,0.0190842
2007:05:06,0.013135
2007:05:07,0.00674864
2007:05:08,-0.000076659
2007:05:09,-0.00734303
2007:05:10,-0.0150527
2007:05:11,-0.023208
2007:05:12,-0.0318114
2007:05:13,-0.0408656
2007:05:14,-0.0496676
2007:05:15,-0.0582201
2007:05:16,-0.0665257
2007:05:17,-0.0745869
2007:05:18,-0.0824062
2007:05:19,-0.0899861
2007:05:20,-0.0973287
2007:05:21,-0.105008
2007:05:22,-0.113027
2007:05:23,-0.121388
2007:05:24,-0.130094
2007:05:25,-0.139146
2007:05:26,-0.148548
2007:05:27,-0.158303
2007:05:28,-0.168288
2007:05:29,-0.178505
2007:05:30,-0.188958
2007:05:31,-0.19965
2007:06:01,-0.210584
2007:06:02,-0.221416
2007:06:03,-0.232148
2007:06:04,-0.242924
2007:06:05,-0.253747
2007:06:06,-0.264621
2007:06:07,-0.275548
2007:06:08,-0.286532
2007:06:09,-0.297577
2007:06:10,-0.308685
2007:06:11,-0.319556
2007:06:12,-0.330193
2007:06:13,-0.3406
2007:06:14,-0.350779
2007:06:15,-0.360735
2007:06:16,-0.370468
2007:06:17,-0.379984
2007:06:18,-0.389911
2007:06:19,-0.400252
2007:06:20,-0.411011
2007:06:21,-0.422191
2007:06:22,-0.433795
2007:06:23,-0.445827
2007:06:24,-0.458291
2007:06:25,-0.470716
2007:06:26,-0.483108
2007:06:27,-0.49547
2007:06:28,-0.507805
2007:06:29,-0.520118
2007:06:30,-0.532411
2007:07:01,-0.54469
2007:07:02,-0.555647
2007:07:03,-0.565287
2007:07:04,-0.573613
2007:07:05,-0.580626
2007:07:06,-0.586329
2007:07:07,-0.590724
2007:07:08,-0.593813
2007:07:09,-0.595951
2007:07:10,-0.597141
2007:07:11,-0.597381
2007:07:12,-0.596673
2007:07:13,-0.595017
2007:07:14,-0.59241
2007:07:15,-0.588854
2007:07:16,-0.584483
2007:07:17,-0.579296
2007:07:18,-0.573292
2007:07:19,-0.566469
2007:07:20,-0.558824
2007:07:21,-0.550356
2007:07:22,-0.541061
2007:07:23,-0.530849
2007:07:24,-0.519717
2007:07:25,-0.507661
2007:07:26,-0.494677
2007:07:27,-0.480761
2007:07:28,-0.465909
2007:07:29,-0.450117
2007:07:30,-0.432746
2007:07:31,-0.413789
2007:08:01,-0.393241
2007:08:02,-0.373134
2007:08:03,-0.353462
2007:08:04,-0.334218
2007:08:05,-0.315398
2007:08:06,-0.29728
2007:08:07,-0.279859
2007:08:08,-0.26313
2007:08:09,-0.247088
2007:08:10,-0.231727
2007:08:11,-0.217044
2007:08:12,-0.203033
2007:08:13,-0.189542
2007:08:14,-0.176565
2007:08:15,-0.164099
2007:08:16,-0.15214
2007:08:17,-0.140685
2007:08:18,-0.129729
2007:08:19,-0.11927
2007:08:20,-0.109154
2007:08:21,-0.0993782
2007:08:22,-0.089939
2007:08:23,-0.0808339
2007:08:24,-0.0720601
2007:08:25,-0.0636149
2007:08:26,-0.0554956
2007:08:27,-0.0487137
2007:08:28,-0.043267
2007:08:29,-0.0391539
2007:08:30,-0.036373
2007:08:31,-0.0349237
2007:09:01,-0.0348053
2007:09:02,-0.0357463
2007:09:03,-0.0367808
2007:09:04,-0.0379093
2007:09:05,-0.039132
2007:09:06,-0.0404494
